pais,codigo_iso,region,cultivo,anio,superficie_hectareas,rendimiento_ton_ha,produccion_ton,fertilizantes_kg_ha,agua_riego_m3_ha,tendencia_5_anios
Canadá,CAN,América del Norte,Maíz,2017-01-01,7266389,4.34,31530256,270,9203,0.0230368641952763
Canadá,CAN,América del Norte,Trigo,2017-01-01,3383017,10.14,34298955,145,7292,-0.0010448885650852
Canadá,CAN,América del Norte,Té,2017-01-01,41157,1.67,68722,148,3660,-0.0305771799661585
Canadá,CAN,América del Norte,Algodón,2017-01-01,1089370,3.48,3792750,231,9005,0.013497974491484
Canadá,CAN,América del Norte,Café,2017-01-01,30906,2.26,69796,112,8827,-0.0465492427934195
Canadá,CAN,América del Norte,Cebada,2018-01-01,1564230,4.24,6624671,87,5281,0.0105435635562768
Canadá,CAN,América del Norte,Soja,2018-01-01,1594394,3.56,5669552,265,3644,-0.0487662612522165
Canadá,CAN,América del Norte,Girasol,2018-01-01,3746391,2.66,9965710,182,4093,0.0376006166807896
Canadá,CAN,América del Norte,Maíz,2018-01-01,6608737,5.01,33103476,218,7271,0.0086079771131119
Canadá,CAN,América del Norte,Trigo,2018-01-01,873956,2.98,2601509,258,3338,-0.0230978662157579
Canadá,CAN,América del Norte,Té,2018-01-01,193737,1.73,335768,175,1025,-0.040312933869778
Canadá,CAN,América del Norte,Algodón,2018-01-01,2038137,2.93,5961916,93,3890,-0.0125348611277341
Canadá,CAN,América del Norte,Café,2018-01-01,118266,1.3,153991,195,4482,-0.031436195819869
Canadá,CAN,América del Norte,Cebada,2019-01-01,332542,5.35,1779861,273,7697,-0.0059269550242741
Canadá,CAN,América del Norte,Soja,2019-01-01,1213285,3.44,4177444,146,3042,-0.0223237797139119
Canadá,CAN,América del Norte,Girasol,2019-01-01,4796083,2.11,10124173,52,2000,-0.023391924983413
Canadá,CAN,América del Norte,Maíz,2019-01-01,12630627,6.36,80315674,252,1118,-0.012433419672411
Canadá,CAN,América del Norte,Trigo,2019-01-01,2374527,7.14,16964164,159,6514,-0.0129214877770394
Canadá,CAN,América del Norte,Té,2019-01-01,206128,3.25,670267,146,1937,0.0475305060714701
Canadá,CAN,América del Norte,Algodón,2019-01-01,524740,1.12,590178,263,3275,-0.0474319572732529
Canadá,CAN,América del Norte,Café,2019-01-01,246254,1.25,308162,144,8404,0.0118351695583648
Canadá,CAN,América del Norte,Cebada,2020-01-01,1139023,3.9,4437110,213,6278,-0.0483369695888628
Canadá,CAN,América del Norte,Soja,2020-01-01,425259,5.12,2176149,109,8938,-0.0099834809160198
Canadá,CAN,América del Norte,Girasol,2020-01-01,769815,2.92,2251330,171,2645,0.0234277742988307
Canadá,CAN,América del Norte,Maíz,2020-01-01,3198070,10.2,32617556,250,9267,-0.04682542523156
Canadá,CAN,América del Norte,Trigo,2020-01-01,788131,4.13,3255965,273,8648,-0.0331947148618038
Canadá,CAN,América del Norte,Té,2020-01-01,62577,1.84,115303,93,2465,-0.0394530322887797
Canadá,CAN,América del Norte,Algodón,2020-01-01,170885,1.94,332256,246,5593,-0.0279623965031095
Canadá,CAN,América del Norte,Café,2020-01-01,233432,2.69,628964,286,9757,0.0133548190634059
Rusia,RUS,Europa/Asia,Caña de azúcar,2011-01-01,6394827,126.01,805841104,161,4823,-0.0276449164307907
Rusia,RUS,Europa/Asia,Soja,2011-01-01,774349,2.62,2028226,98,2902,0.0072839009521432
Rusia,RUS,Europa/Asia,Girasol,2011-01-01,2602793,2.99,7776662,65,9775,-0.0310142324513803
Rusia,RUS,Europa/Asia,Algodón,2011-01-01,1781063,1.95,3478146,253,3069,0.0019751382349005
Rusia,RUS,Europa/Asia,Café,2011-01-01,118650,0.63,75194,130,3370,0.0316147960296943
Rusia,RUS,Europa/Asia,Cebada,2011-01-01,461680,4.3,1985833,87,1562,0.0098880308271492
Rusia,RUS,Europa/Asia,Maíz,2011-01-01,2161490,5.72,12367589,211,4534,-0.0004974474821276
Rusia,RUS,Europa/Asia,Trigo,2011-01-01,3228420,2.37,7648988,233,4450,0.0348069948946372
Rusia,RUS,Europa/Asia,Caña de azúcar,2012-01-01,3991120,92.95,370966107,95,8987,0.022739546292877
Rusia,RUS,Europa/Asia,Soja,2012-01-01,6817505,4.99,34031531,190,7427,-0.016258985234471
Rusia,RUS,Europa/Asia,Girasol,2012-01-01,3013852,2.91,8764652,122,5626,0.0196376315676151
Rusia,RUS,Europa/Asia,Algodón,2012-01-01,2256560,2.0,4513069,198,1886,0.03498097206248
Rusia,RUS,Europa/Asia,Café,2012-01-01,248392,1.83,455200,173,5769,0.0397218086904457
Rusia,RUS,Europa/Asia,Cebada,2012-01-01,1659829,4.78,7927964,235,2670,0.0178317806016648
Rusia,RUS,Europa/Asia,Maíz,2012-01-01,2730256,7.09,19346731,93,1922,-0.0403952268096925
Rusia,RUS,Europa/Asia,Trigo,2012-01-01,1615793,6.53,10545348,136,8107,0.0469726973388853
Rusia,RUS,Europa/Asia,Caña de azúcar,2013-01-01,7021626,61.35,430754634,127,3826,0.0152796966919304
Rusia,RUS,Europa/Asia,Soja,2013-01-01,5831598,4.2,24486344,168,7260,-0.0224783959743876
Rusia,RUS,Europa/Asia,Girasol,2013-01-01,3210228,1.14,3670573,214,9351,-0.0275064959950545
Rusia,RUS,Europa/Asia,Algodón,2013-01-01,2474874,2.31,5711680,201,3967,-0.0116040121881727
Rusia,RUS,Europa/Asia,Café,2013-01-01,403689,1.24,499514,66,9806,-0.0315110151429992
Rusia,RUS,Europa/Asia,Cebada,2013-01-01,49344,4.74,234012,185,9004,-0.0436068337269864
Rusia,RUS,Europa/Asia,Maíz,2013-01-01,9755307,7.92,77238948,242,4399,0.0465681043703722
Rusia,RUS,Europa/Asia,Trigo,2013-01-01,1653006,6.58,10884381,164,6149,-0.0376954696780866
Rusia,RUS,Europa/Asia,Caña de azúcar,2014-01-01,3285556,76.77,252222992,242,1573,-0.0415389672071274
Rusia,RUS,Europa/Asia,Soja,2014-01-01,2416879,3.21,7754912,291,1001,-0.0251662915195524
Rusia,RUS,Europa/Asia,Girasol,2014-01-01,4066442,3.07,12471034,85,9035,0.0195101494438469
Rusia,RUS,Europa/Asia,Algodón,2014-01-01,1518577,2.99,4540597,219,1732,-0.0262899644399181
Rusia,RUS,Europa/Asia,Café,2014-01-01,151536,1.75,264440,191,4539,0.0091783138804623
Rusia,RUS,Europa/Asia,Cebada,2014-01-01,1496770,3.6,5382808,147,3675,-0.0099940624415369
Rusia,RUS,Europa/Asia,Maíz,2014-01-01,4094438,8.12,33263501,102,2156,0.0129568202291987
Rusia,RUS,Europa/Asia,Trigo,2014-01-01,1593562,6.73,10728655,180,3687,-0.0080313527423383
Rusia,RUS,Europa/Asia,Caña de azúcar,2015-01-01,6847030,90.66,620768065,119,3041,0.0031470165476129
Rusia,RUS,Europa/Asia,Soja,2015-01-01,3715215,2.67,9901439,135,5476,-0.0353670367085521
Rusia,RUS,Europa/Asia,Girasol,2015-01-01,2544288,1.65,4193677,146,2720,0.0282733618659048
Rusia,RUS,Europa/Asia,Algodón,2015-01-01,2064385,3.22,6651057,175,2565,0.0028960118807108
Rusia,RUS,Europa/Asia,Café,2015-01-01,489914,0.85,416572,62,3797,-0.018200361023463
Rusia,RUS,Europa/Asia,Cebada,2015-01-01,418877,4.64,1942280,186,7597,-0.0023138131258561
Rusia,RUS,Europa/Asia,Maíz,2015-01-01,242152,8.87,2148592,86,7206,0.0067560775096881
Rusia,RUS,Europa/Asia,Trigo,2015-01-01,3022795,5.8,17536779,230,8500,-0.0316895474203229
Rusia,RUS,Europa/Asia,Caña de azúcar,2016-01-01,9363067,80.27,751604242,291,4748,-0.0194812568756675
Rusia,RUS,Europa/Asia,Soja,2016-01-01,9161381,3.81,34860837,212,2302,-0.0423306787535898
Rusia,RUS,Europa/Asia,Girasol,2016-01-01,758037,1.62,1225138,191,9074,0.0308346918779261
Rusia,RUS,Europa/Asia,Algodón,2016-01-01,1584915,3.17,5020399,177,9437,0.0185121864065188
Rusia,RUS,Europa/Asia,Café,2016-01-01,304214,1.89,574270,283,1119,0.0214160072989604
Rusia,RUS,Europa/Asia,Cebada,2016-01-01,1725864,4.66,8034591,285,9652,0.018407810188229
Rusia,RUS,Europa/Asia,Maíz,2016-01-01,6844516,11.63,79593431,184,4687,-0.0325185804999453
Rusia,RUS,Europa/Asia,Trigo,2016-01-01,1127152,5.86,6608255,147,3793,-0.0126716301070687
Rusia,RUS,Europa/Asia,Caña de azúcar,2017-01-01,3796488,138.78,526864390,124,5901,-0.0016875316995791
Rusia,RUS,Europa/Asia,Soja,2017-01-01,65553,3.74,245118,128,9446,0.0325727387468649
Rusia,RUS,Europa/Asia,Girasol,2017-01-01,3423841,3.25,11113344,51,8542,-0.01714481987182
Rusia,RUS,Europa/Asia,Algodón,2017-01-01,26192,2.17,56729,52,2660,-0.0069196183293714
Rusia,RUS,Europa/Asia,Café,2017-01-01,259259,1.17,302889,174,1113,-0.034436959945077
Rusia,RUS,Europa/Asia,Cebada,2017-01-01,523887,3.78,1979666,278,3984,0.0036427384700952
Rusia,RUS,Europa/Asia,Maíz,2017-01-01,7123923,6.61,47083548,241,8110,-0.0494189781254256
Rusia,RUS,Europa/Asia,Trigo,2017-01-01,1991541,2.17,4316089,157,6426,0.0400997810301233
Rusia,RUS,Europa/Asia,Caña de azúcar,2018-01-01,3040637,158.45,481787490,80,7899,-0.00109321657559
Rusia,RUS,Europa/Asia,Soja,2018-01-01,5993068,3.94,23632135,275,7551,0.0001858582541305
Rusia,RUS,Europa/Asia,Girasol,2018-01-01,4023290,2.27,9127643,82,3548,-0.0155879449099295
Rusia,RUS,Europa/Asia,Algodón,2018-01-01,2460235,1.74,4292400,299,1131,-0.0065671485064975
Rusia,RUS,Europa/Asia,Café,2018-01-01,244674,0.67,163718,236,9376,-0.0313139764596024
Rusia,RUS,Europa/Asia,Cebada,2018-01-01,234748,6.12,1435553,260,8031,-0.0301587540850841
Rusia,RUS,Europa/Asia,Maíz,2018-01-01,2065766,7.16,14787457,268,3436,-0.0270615807768246
Rusia,RUS,Europa/Asia,Trigo,2018-01-01,306904,2.86,876371,54,4270,-0.0409064569589867
Rusia,RUS,Europa/Asia,Caña de azúcar,2019-01-01,5840491,113.06,660315875,106,6507,-0.0073924143022334
Rusia,RUS,Europa/Asia,Soja,2019-01-01,3115021,3.25,10122391,121,6751,0.0211585599318699
Rusia,RUS,Europa/Asia,Girasol,2019-01-01,381617,1.56,596456,132,4473,-0.0214683030008836
Rusia,RUS,Europa/Asia,Algodón,2019-01-01,2414725,1.29,3117864,143,6476,-0.019564330494755
Rusia,RUS,Europa/Asia,Café,2019-01-01,7113,1.84,13076,142,6920,0.0242932019969882
Rusia,RUS,Europa/Asia,Cebada,2019-01-01,1385589,3.68,5096893,148,2429,0.0387193799811344
Rusia,RUS,Europa/Asia,Maíz,2019-01-01,1875616,4.35,8164121,259,4120,-0.0307072492654174
Rusia,RUS,Europa/Asia,Trigo,2019-01-01,865044,2.38,2056490,235,8769,0.0489644615061491
Rusia,RUS,Europa/Asia,Caña de azúcar,2020-01-01,2343080,55.74,130596752,114,6690,0.0394913027927369
Rusia,RUS,Europa/Asia,Soja,2020-01-01,6216059,2.65,16480315,184,9255,0.0290885172947309
Rusia,RUS,Europa/Asia,Girasol,2020-01-01,2054251,2.13,4371350,194,1996,0.0294390380177453
Rusia,RUS,Europa/Asia,Algodón,2020-01-01,1934750,2.53,4890157,69,3711,-0.0062255056569518
Rusia,RUS,Europa/Asia,Café,2020-01-01,312482,1.84,575454,97,1058,-0.0339996944577262
Rusia,RUS,Europa/Asia,Cebada,2020-01-01,1337916,2.98,3982094,178,9602,-0.0241165382389648
Rusia,RUS,Europa/Asia,Maíz,2020-01-01,6343828,7.32,46450989,61,9741,-0.0261783225150083
Rusia,RUS,Europa/Asia,Trigo,2020-01-01,1052466,6.2,6529847,273,1844,0.0142413124293265
